Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;CUMULO;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;dubbi;commenti
TOD1005bis;#2623568;doc#368;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005bis&begin=2774168&end=2775681;2774168;2775681;TO017;TOD1005bis;0,035231481;;https://search.corpuskiparla.it/corpus/conversations/TOD1005bis.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005bis_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;arabo anche perché lo troviamo come abbiao visto negli scritti assiri // negli scritti // greci e più tardi romani //;quindi;riassumendo // questa mappa // è la mappa delle aree fertili dell'' antichità // l'' avete studiato alle elementari fino;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTB019;#2624363;doc#369;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB019&begin=95520&end=96660;95520;96660;TOI080;PTB019;0,0303125;;https://search.corpuskiparla.it/corpus/conversations/PTB019.html;https://search.corpuskiparla.it/corpus/conversations/PTB019_jefferson.html;76-80;M;;pens;;;puglia;dip_tec_prof;3;intervista semistrutturata;tempo // dove in via lì? // xx sì? // diciamo fino a che anno // che poi è x // ho abitato xx la casa di fronte // ah va bene //;quindi;sempre in zona // eh con esattezza non te lo so dire eh? settanta // sessanta // faccio i calcoli perché non te lo so dire eh?;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB019;#2630924;doc#369;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB019&begin=2151360&end=2154747;2151360;2154747;TOR009;PTB019;0,0303125;;https://search.corpuskiparla.it/corpus/conversations/PTB019.html;https://search.corpuskiparla.it/corpus/conversations/PTB019_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;intervista semistrutturata;di di una volta ecco // perché poi le cose cambiano anche giù eh // mh certo // i vostri figli sono nati qui invece a torino;quindi;sono piemontesi // sì // sì sì // sì // piemontesi // ma ehm // che voi abbiate intuito negli anni // in ch~ che rapporti //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB009;#2639874;doc#370;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB009&begin=2323099&end=2324458;2323099;2324458;TOR001;PTB009;0,032696759;;https://search.corpuskiparla.it/corpus/conversations/PTB009.html;https://search.corpuskiparla.it/corpus/conversations/PTB009_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;lì dov''eravamo sempre stati un paio d''anni a monforte // mh mh mh mh mh mh // eran veramente brave persone // è andata bene;quindi;// eh sì // mi ricordo mi son svegliata la prima mattina che dormivamo in questa specie di osteria // mh mh // e tutto un;;;;;1;;;1;;;;;;;;;;;;;;;;1;;;;;;1;;
BOD1001;#2668703;doc#375;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1001&begin=2606084&end=2614609;2606084;2614609;BO013;BOD1001;0,066944444;;https://search.corpuskiparla.it/corpus/conversations/BOD1001.html;https://search.corpuskiparla.it/corpus/conversations/BOD1001_jefferson.html;51-55;M;;intell;;;emilia-romagna;phd;2;lezione;la gnotticatura sarebbe la piegatura del pollice cioè quando tu un palmo vuoi farlo diventare di più di quello che è cioè;quindi;insomma // aggiungendo restituire una cosa con gli interessi insomma vuol dire // restituire un debito con gli;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD1001;#2668947;doc#375;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1001&begin=2709146&end=2714555;2709146;2714555;BO013;BOD1001;0,066944444;;https://search.corpuskiparla.it/corpus/conversations/BOD1001.html;https://search.corpuskiparla.it/corpus/conversations/BOD1001_jefferson.html;51-55;M;;intell;;;emilia-romagna;phd;2;lezione;viene fatto mettere al primo banco okay? // po~ dinamiche scolastiche eh? che vabbè // voi siete tutti tutti là in fondo;quindi;siete gentaglia nessuno di voi è figlio di qualche no? niente vabbè // ehm // il banco era a do posti il compagno non era;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC025;#2688310;doc#377;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=1818301&end=1819304;1818301;1819304;BOR025;PBC025;0,036319444;;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;anche hanno chiuso le le visite alla all''asinelli // ehm // c''è il detto no che chi sale sulle torri non si laurea //;quindi;vabbé però // ci salivo sempre // // però però io un po'' queste cose le poss // e mi son laureata // io ho fatto prima di sex //;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PTD017;#2695095;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=670945&end=672591;670945;672591;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;gente che non aveva lavoro o tanta gente che appunto // si spostava in maniera un po'' mh // un po'' strana diciamo // okay //;quindi;non era una zona non e~ // per me non era più una zona serena // mh mh mh mh // sia di sera molto // e di giorno anche // e il fatto;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;
PTD017;#2696219;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=966858&end=969827;966858;969827;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;appunto quello che era poi diventato // stava diventando eh non san salvario ma // il quadrilatero // mh mh // e;quindi;e spostavano tutto ciò che era che non andava // da una zona all''altra // okay // poi io ho anche sentito magari sono;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD017;#2696543;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1046270&end=1053228;1046270;1053228;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;non ho né basi né altro ho sentito di gente che poteva che poteva che compr~ sapeva dove andare a comprare questo sì e;quindi;// mh mh // ho supposto che ci fosse comunque sia un // okay // e il quadrilatero com''era? // prima // ma lo conoscevo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD017;#2697346;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1267947&end=1273395;1267947;1273395;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;anni ho // co~ come convivenza con una persona non italiana // mh mh // eh // e o tutto tutto il mondi loro le loro cose;quindi;mi era era comunque interessante non so come spiegartelo // mh mh // e mi piace molto questo perché crea sempre ricchezza;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD017;#2698859;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1691277&end=1695377;1691277;1695377;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;// // anche se non mi ricordo più niente praticamente // in questi ultimi anni assolutamente tutta questa zona;quindi;via cibrario // ehm che è qua dietro // mh mh mh // piazza bernini assolutamente // piazza rivoli // però adesso;;;;;1;;;;;;;;;;;;;1;;;1;;;;;;;;;1;;
PTD017;#2698896;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1708410&end=1709221;1708410;1709221;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;bernini assolutamente // piazza rivoli // però adesso chiaramente ho una vita un po'' diversa quindi mi muovo in base a //;quindi;sì forse // ti direi assolutamente mh // forse sai che // corso belgio è il quartiere che essendo anche più giovane è il;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD017;#2698965;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1724682&end=1727255;1724682;1727255;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;in quel quartiere che nel mio sicuramente // e che ricordi hai di corso belgio? // tutta la l''adolescenza tutti gli amici;quindi;// okay // tra cui anche andrea cioè // mh mh // tutta la parte di eh di adolescenza l''ho vissuta comunque sia lì // mh mh //;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;
PTD017;#2699214;doc#378;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1797699&end=1801210;1797699;1801210;TOI078;PTD017;0,026643519;;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;;impr;;;piemonte;dip_lic;2;intervista semistrutturata;alle medie medie // // poi più // crescendo // non mi è più interessato quindi avevo smesso di fare certe altrre cose //;quindi;sì stavo assolutamente più a casa o comunque lì in zona diciamo // mh mh mh mh // e e invece la zona intorno a palazzo nuovo;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBC002;#2704117;doc#379;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC002&begin=1106680&end=1108320;1106680;1108320;BOR003;PBC002;0,02244213;;https://search.corpuskiparla.it/corpus/conversations/PBC002.html;https://search.corpuskiparla.it/corpus/conversations/PBC002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;// cinquant''anni // allo stadio sempre sempre sempre // quest''anno non lo faccio più le guardo alla televisione // mhmh;quindi;proprio tifoso // come // tifoso proprio // tutti e due // ah sì // abbonati // siamo dei // abbiam perso nelle // xxxx // eh;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBC003;#2714891;doc#380;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC003&begin=2508100&end=2516147;2508100;2516147;BOR001;PBC003;0,052141204;;https://search.corpuskiparla.it/corpus/conversations/PBC003.html;https://search.corpuskiparla.it/corpus/conversations/PBC003_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;non l''ho mai neanche sentito più di tanto perchè voi non parlate bolognese gli altri nonni non parlano quello bolognese;quindi;// no no // mh // cioè capisco il vostro e il loro ma // quello di bologna non è che mi è mai capitato molto di sentirlo perchè;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
TOD1005;#2726741;doc#381;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005&begin=1666325&end=1666795;1666325;1666795;TO017;TOD1005;0,043125;;https://search.corpuskiparla.it/corpus/conversations/TOD1005.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;il maltese sì // ed è // ovviamente // l'' unica varietà di arabo che viene scritta in alfabeto latino // okay //;quindi;// abbiamo un problema con la definizione di dialetto di prima perché questo dialetto è diventato una lingua ufficiale;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOD1005;#2727352;doc#381;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005&begin=1864405&end=1868565;1864405;1868565;TO017;TOD1005;0,043125;;https://search.corpuskiparla.it/corpus/conversations/TOD1005.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;quello che volevo dire // è che // a livello strutturale non abbiamo distinzione fra una lingua // e // un dialetto ecco e;quindi;per rispondere alla tua domanda tu hai preso molti punti quando hai detto // maltese ma poi li hai persi purtroppo mi;;;;;1;1;;;;;;;;;;;;1;;;;1;;;;;;;;0;;
TOD1005;#2729676;doc#381;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005&begin=2686486&end=2690100;2686486;2690100;TO017;TOD1005;0,043125;;https://search.corpuskiparla.it/corpus/conversations/TOD1005.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;che fa anche l'' arabo standard in alcuni // contesti // ehmh // e quindi // questo noi non lo chiameremmo // italiano oggi;quindi;bisogna mettersi d'' accordo quando si dà una definizione // d'' accordo? // ora il fatto che esista tutta questa;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA1003;#2738761;doc#382;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=1805005&end=1807306;1805005;1807306;TO061;TOA1003;0,043506944;;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;21-25;F;;stud;;;valle-d-aosta;laurea in corso;3;ricevimento studenti;che tra virgolette // rientra~ ah // cioè vediamo se ne trovo // mh // adesso ovviamente non so se riesco a trovarne //;quindi;quando è ha un'' estensione // consistente? // quando ha // quando ha un'' estensione consistente cosa si fa? // si va a capo;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTB022;#2749429;doc#384;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=333590&end=337464;333590;337464;TOI075;PTB022;0,023275463;;https://search.corpuskiparla.it/corpus/conversations/PTB022.html;https://search.corpuskiparla.it/corpus/conversations/PTB022_jefferson.html;over 85;M;;pens;;;piemonte;dip_tec_prof;3;intervista semistrutturata;la roba insomma // non è che li fucilassero comunque // almeno la roba che portavano gliela xx // sequestravano e;quindi;era già un danno notevole // eh beh // // certo // e poi diceva dei bombardamenti? // sìeh anche quello è diventato una cosa;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB022;#2750440;doc#384;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=753651&end=755447;753651;755447;TOI075;PTB022;0,023275463;;https://search.corpuskiparla.it/corpus/conversations/PTB022.html;https://search.corpuskiparla.it/corpus/conversations/PTB022_jefferson.html;over 85;M;;pens;;;piemonte;dip_tec_prof;3;intervista semistrutturata;l''avevano // sciolta perchè non era allineata // con la linea del del governo // non non era politicamente allineata //;quindi;avevano sciolto quindi // nel quarantacinque quarantasei si sono ricostituite tutte le vecchie associazioni //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPC009;#2754137;doc#385;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=203120&end=209660;203120;209660;PKP089;KPC009;0,044641204;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;artig;;;umbria;dip_tec_prof;3;pasto;// // però tipo ogli tanto da quando sto con stefano ho capito che devo ogli tanto a volte anche mangia'' putinicci // eh;quindi;tipo l''altra settimana ho mangiato male perchè tipo mangiav~ andavo al mc el sushi la pizza tutto // anche a casa della;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPC009;#2757412;doc#385;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=1018891&end=1019808;1018891;1019808;PKP088;KPC009;0,044641204;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;pasto;// si chiama hugò ? // hugo // hugo // ugio ? // acca u gi o // me sa che manca la acca // acca u~ // l''è sentito ? // no // non lo so //;quindi;colla acca ? // eh in teoria si // si // okay // però comunque // però è fortino me sa perché la mia collega a parte che lei;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
KPC009;#2759096;doc#385;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=1429497&end=1432302;1429497;1432302;PKP088;KPC009;0,044641204;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;pasto;me diceva quello che te io non sapevo cioè dico non posso prende un tagliere e questo magari non el vuole // // non lo so // e;quindi;ho detto pel momento porta solo // da bere // le patatine // #da bere le patatine ste robe qua e poi nel caso ''insomma te;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPC009;#2762242;doc#385;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=2269160&end=2275100;2269160;2275100;PKP090;KPC009;0,044641204;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;pasto;m~ poi ovviamente dipende anche chi persona perchè se conosci uno serio che te dà certezze e tutto // è normale però cioè;quindi;dipende tanto anche dalla personaperò mh ci sono magari anche persone che sono portate meno // no // cioè io già conosco;;;;;1;1;;;;;;;;;;;;1;;;;1;;;;;;;;0;;
KPC009;#2762269;doc#385;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=2275170&end=2284180;2275170;2284180;PKP090;KPC009;0,044641204;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;pasto;dalla personaperò mh ci sono magari anche persone che sono portate meno // no // cioè io già conosco mh gli sciapini qua;quindi;mh se dovessi conosce uno sciapo più fuori dal mondo urca le corna // // nog~ g~ guarda che nc''è bisogno che tu devi;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
