Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;
PTA001;#1841434;doc#253;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=440100&end=449490;440100.0;449490.0;PTA001;TOI001;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;eh no quando ero più piccolo vivevo a collegno // okay // quindi le scuole // dove le hai fatte? // eh ho fatto l''ultimo anno;praticamente;le ho fatte a villarbasse le elementari e le medie e l''ulto~ an~ l''ultimo anno di asilo // mhmh // okay // prima ho fatto gli;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTA001;#1842726;doc#253;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=843300&end=846612;843300.0;846612.0;PTA001;TOI001;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;a torino // ehm ha un ps~ s~ sì mi piacerebbe ci fossero più attività // eh però capisco che con milano vicino // eh il polo;praticamente;è milano cioè se vuoi fare // arrivi fino a un certo punto poi le grandi mostre non per forza arriverano a torino i grandi;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PTA001;#1847946;doc#253;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2411301&end=2413410;2411301.0;2413410.0;PTB026;TOR002;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;intell;;;piemonte;phd;3;intervista semistrutturata;// nel calcio sì son sempre di meno // scusa e la squadra di ale si sono riversati quindi da altre parti? // la squadra di ale;praticamente;sì // cioè che era già una fusione tra due e quella di quest''anno son finiti nella squadra che gioca il campionato di a uno;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;1;;;
PTA001;#1849601;doc#253;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2912010&end=2914805;2912010.0;2914805.0;PTB026;TOR002;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;intell;;;piemonte;phd;3;intervista semistrutturata;poi giochi // xxxx // ah no se peschi passi automaticamente il turno // ah okay va bene // cioè lui pesca alla fine del turno;praticamente;// okay quindi // no // no // o peschi // o giochi // o giochi // okay // ah okay // va bene // però cioè l''avevo de~ // se peschi;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PTA001;#1852632;doc#253;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=4139810&end=4144910;4139810.0;4144910.0;PTA001;TOI001;01:32:30;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;perchè hanno problemi con il pos // // ma perchè non per la contabilizzazione un giorno l''altro ah // mh // mhmh // perchè;praticamente;alle undici e mezza danno chiusura al coso per quello che xxx // ah okay ah okay okay // ah per contabilità // ehsì // eh sìsì;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPS001;#1857630;doc#254;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=478612&end=479172;478612.0;479172.0;KPS001;PKP101;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;56-60;F;;intell;;;lazio;phd;4;pasto;cioè mh // io gli avevo chiesto come stava perché vedi che stava male così dice che lui x // chi stava malle? // ah è ve~ //;praticamente;// si era fatto mal al ginocchio // sì al ginocchio alla caviglia insomma cioé non si è ripreso vedi che l''avevo visto con;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
KPS001;#1858377;doc#254;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=687435&end=693922;687435.0;693922.0;KPS001;PKP100;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;io e mamma // mh // e // picci mi dispiace // oh comuque io mi sto rompendo le palle nnon si decidono quelli là allora // x //;praticamente;dobbiamo cercare un po'' tutti perchè il ragazzo vabbé quel primo via ne hanno trovato un altro non so se era nello stesso;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPS001;#1862934;doc#254;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=1926545&end=1927850;1926545.0;1927850.0;KPS001;PKP100;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;trovato qualcosa di decente // mh // perché hanno detto // ah com~ com''è andata a finire che poi mi sono alzato prima // no;praticamente;// ha scritto ho trovato casa // no mo hanno scritto abbiamo la casa vabbé non mi han~ // mh // eh // vabbè può su~ x x // non ha;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
KPS001;#1865195;doc#254;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=2446348&end=2448030;2446348.0;2448030.0;KPS001;PKP100;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;è un tesoro però // x x x lo dicisempre lo dici sempre che x xmh // e parla tutto così // // dove andiamo? // // // mi fa // eh no;praticamente;ti ho detto mh // ahi // // c''hai cinquant''anni // x x x qual è questo? // eh no perché no vi giuro // dopo un po non si soppor~ //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPS001;#1872764;doc#254;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=4311832&end=4316758;4311832.0;4316758.0;KPS002;PKP103;01:28:55;;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;4;pasto;l''ultima volta // e vabbé no no // // il pri~ il primo anno mamma che lei è venuta a trovarmi eh abbiamo mangiato dal cinese;praticamente;// eh // eh // oh che poi ho vomitato e eh // // poi abbiamo fatto pure un giro siamo andat~ m mi sentivo già inviavo già a;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBA029;#1888758;doc#256;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=593407&end=599040;593407.0;599040.0;PBA029;BOI114;00:50:24;;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;26-30;M;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;// tanti tantissime persone andavan lì // lì si facevano tipo non so gare di di freestyle magari a un certo orario era;praticamente;puntualissimo // da lì c''era l''autobus che ti portava diretto al matis io ti posso giurare che due tre anni della mia vita;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBA029;#1896790;doc#256;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=2986070&end=2991000;2986070.0;2991000.0;PBA029;BOI114;00:50:24;;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;26-30;M;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;eh infatti secondo me no // in centro anche perchè c''hai non c''hai // eh capito? // esatto // non ci son camion // no infatti;praticamente;il problema ad esempio a casalecchio perchè a casalecchio c''è anche la parte industriale // // eh già è quello grave // x;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PTB003;#1897867;doc#257;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB003&begin=312769&end=315072;312769.0;315072.0;PTD016;TOR004;00:52:01;;https://search.corpuskiparla.it/corpus/conversations/PTB003.html;https://search.corpuskiparla.it/corpus/conversations/PTB003_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;intervista semistrutturata;c''era quella // siamo arrivati a gallipoli c''era sua cognata con la febbre a letto // quindi tutti avevano la febbre;praticamente;// eh sì // quando siamo arrivati a torino avevano dove s''andava a trovare i parenti // c''era il il figlio // di mia sorella;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
PBB005;#1920660;doc#259;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=877277&end=885967;877277.0;885967.0;PBB005;BOI015;00:46:48;;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;notte quindi loro si sono segnati gli orari quindi se tu sei in centro puoi tornare alle tre c''è il tuo autobus che ti porta;praticamente;sotto casa // sì // oppure a volte tornano a casa anche a piedi // non qualche volta // mh // magari sono in un gruppetto;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBB005;#1922264;doc#259;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1273092&end=1277853;1273092.0;1277853.0;PBC003;BOR001;00:46:48;;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;// mh // proprio anche il posto // forse il problema è un po'' più la sera // cioé io avevo una compagna di classe che viveva //;praticamente;sui viali appena prima della rotonda prima della certosa // sì? // che c''ha un xxx cioè il l~ dallo stradone diciamo così;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBB005;#1923302;doc#259;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1527870&end=1533596;1527870.0;1533596.0;PBB005;BOI016;00:46:48;;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;M;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;luca // sì saragozza san luca secondo me è bellissimo poi son tutti molto belli anche in centro // sì // se pensi che parte;praticamente;da piazza maggiore arrivi a san luca quasi sempre sotto al portico oh ragazzi cioè // sì sì sì sì sì sì davvero davvero //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB005;#1926139;doc#259;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2249633&end=2253156;2249633.0;2253156.0;PBB005;BOI015;00:46:48;;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;scoprire le cose // abbiamo scoperto che da qua vai all''esselunga di santa viola // con una ciclabile senza mai passare;praticamente;per la strada // però te la devi un po'' andare a cercare cioè non è che // xx // x // forse manca un po'' di pubblcità anche in;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBC004;#1946496;doc#262;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=1297500&end=1300960;1297500.0;1300960.0;PBC004;BOI011;00:58:50;;https://search.corpuskiparla.it/corpus/conversations/PBC004.html;https://search.corpuskiparla.it/corpus/conversations/PBC004_jefferson.html;66-70;F;;pens;;;emilia-romagna;laurea;2;intervista semistrutturata;// dopo si è diffuso da bologna è andato anche in altre città perché ad esempio anche torino ce li ha // il portico è stato //;praticamente;la prima cosa che uno straniero vedeva arrivando a bologna // noi lo sappiamo perché abbiamo // abbiamo goethe abbiamo;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
KPN027;#1954001;doc#263;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=233773&end=235255;233773.0;235255.0;KPN027;PKP115;00:23:56;;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;2;pasto;// sì sì ma va là p~ prendila prendila // poi // niente // dopo che abbiamo mangiato hanno aperto // mh // il bar // eh //;praticamente;avevamo un drink // i~ a in omaggio // in omaggio a tutti // a testa solo che // ehm l // a gente che guidava // non lo beveva // e;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPN027;#1954332;doc#263;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=324886&end=326613;324886.0;326613.0;KPN027;PKP115;00:23:56;;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;2;pasto;// cioè la~ // vuoi un po''? // mh? // ne vuoi un po''? // xx // la sar~ la mamma di sara è un po'' come la marty // cioè non regge;praticamente;niente // di alcool // xx // // la mamma di sara si beve che ne so // me~ mezzo bicchiere di vino // già // // ma dai // // allora;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;
KPN027;#1954696;doc#263;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=429169&end=431163;429169.0;431163.0;KPN027;PKP115;00:23:56;;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;2;pasto;// ah va all''università ? // sì perchè lei ha fatto la primina // quindi ha fatto un anno // cioè ha finito un anno prima;praticamente;// x ho capito // infatti ora // ah // voi an~ state ancora in quinta // eh tu invece c''hai l''università // non è che cambia;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
KPN027;#1955687;doc#263;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=706032&end=707533;706032.0;707533.0;KPN027;PKP115;00:23:56;;https://search.corpuskiparla.it/corpus/conversations/KPN027.html;https://search.corpuskiparla.it/corpus/conversations/KPN027_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;2;pasto;sei vestita di nero // c''hai i capelli lisci // così sembri lei // faccio eh // come che non sono neri // dovevi dirci // ah si;praticamente;// sono marroni scuro // quella ce l''aveva neri neri // allora io faccio // vabbè oh eh // eh mi fa // guarda che non è mica;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
KPS010;#1959193;doc#264;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=279690&end=282050;279690.0;282050.0;KPS011;PKP041;00:31:17;;https://search.corpuskiparla.it/corpus/conversations/KPS010.html;https://search.corpuskiparla.it/corpus/conversations/KPS010_jefferson.html;21-25;F;;intell;;;puglia;dip_lic;4;pasto;velocemente e mentre guardavo le focacce francesco faceva questo // laura sono // davanti allo specchio faceva;praticamente;cosi'' // sono vent''anni che sono iperattivo dovresti esserti abituata a muoverti // ma io dovevo guardare le cose;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
KPS010;#1959664;doc#264;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=426530&end=431720;426530.0;431720.0;KPS011;PKP040;00:31:17;;https://search.corpuskiparla.it/corpus/conversations/KPS010.html;https://search.corpuskiparla.it/corpus/conversations/KPS010_jefferson.html;51-55;F;;uff;;;estero;laurea;4;pasto;// parlate piano che se no la cosa diventa molto difficile // quelli che c''hanno gesù // tourette la tourette // no // che;praticamente;e~ d~ nel nell''immaginario dei film c''hai due vite la dissociazione // bipolarismo // come si dice? // bipolarismo //;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;
PTD001;#1968257;doc#265;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1747855&end=1754092;1747855.0;1754092.0;PTD001;TOI020;00:51:20;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;tu andavi a una manifestazione // nei laterali c''era il cordone // dei militanti // dei partiti // che facevano da scudo;praticamente;e quindi chi voleva entrare da fuori menare manganelli // fascisti se era di s~ di sinistra il corteo di // eh i comunisti;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;
PTD001;#1971993;doc#265;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=2953744&end=2955846;2953744.0;2955846.0;PTD016;TOR004;00:51:20;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;intervista semistrutturata;perchè il nostro è un paese franoso // ah ecco // e quindi // è alto? // è alto è novecento metri // ah beh quindi è montagna;praticamente;// montagna sì // #e quindi da noi si chiama ngape la lavanga poi c''è la surutedde perchè c''è è uneh // ehmeh // un sentiero;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;1;;;
PTD014;#1972858;doc#266;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=206570&end=219150;206570.0;219150.0;PTD014;TOI112;00:17:17;;https://search.corpuskiparla.it/corpus/conversations/PTD014.html;https://search.corpuskiparla.it/corpus/conversations/PTD014_jefferson.html;56-60;M;;oper;;;piemonte;elem;2;intervista semistrutturata;delle musiche non più ballabili queste cose e quindi penso che i giovani che si incontrano in discoteca adesso siano;praticamente;pochi o praticamente nessuno // okay // // mh hai figli? com''è cambiata la tua vita dopo la loro nascita? // sì ho due figli;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;
PTD014;#1972861;doc#266;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=206570&end=219150;206570.0;219150.0;PTD014;TOI112;00:17:17;;https://search.corpuskiparla.it/corpus/conversations/PTD014.html;https://search.corpuskiparla.it/corpus/conversations/PTD014_jefferson.html;56-60;M;;oper;;;piemonte;elem;2;intervista semistrutturata;più ballabili queste cose e quindi penso che i giovani che si incontrano in discoteca adesso siano praticamente pochi o;praticamente;nessuno // okay // // mh hai figli? com''è cambiata la tua vita dopo la loro nascita? // sì ho due figli la mia vita è cambiata;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
