Reference;Tok_ID;Doc_ID;Year;Topic;conv_transcription;conv_jefferson;Speaker_Age;età;Speaker_Gender;Place;Provenience;Relationship;Text_Type;Job;Education;N_Speakers;annotation.audio_file;Left;KWIC;Right;Non SD;presenta complementatore;sta per sapere, es. saper dire;;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
KPN028;#951578;doc#119;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;51-55;51-60;F;FC;marche;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=30059&end=31009;è molto grossa // bella // è cotta // eh beh // sì // è una bella pataccona // // // hai detto in dialetto // la nonna come sta //;mi sa;bene // è venuto l''imbianchino a vedere il lavoro che c''è da fare in mansarda // che lavoro c''è da fare // ti ricordi che;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;errore di trascrizione
KPN028;#953464;doc#119;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;51-55;51-60;M;FC;sicilia;simmetrico;pasto;comm;med;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=700480&end=701730;chilometri a andare su // anche di più // sicuro? // ma // due barra tre chilometri però tutti scalini // a scendere aiuta;mi sa;anche // eh // a salire eh // e poi c''è tutto vabbè c''è tutta la parte del porticato che dal centro di bologna arriva lì fino a;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
KPN028;#953952;doc#119;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;21-25;21-30;F;FC;emilia-romagna;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=870275&end=871435;ende ma non si chiama eh lo scrittore // ovviamente perchè è tedesco // se si chiama michel o michael ende // come lo dico //;mi sa;michael // perchè io in alcune interviste l''ho sentito chiamare michel ende // ma michel mi sembra un nom~ // ma non è a;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
BOA3019;#990604;doc#124;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;21-30;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=144915&end=146250;pasta fatta da ale su // aspetta quale quella con l'' aceto balsamico? // sì // si mescola? // ah okay // è quella di frank;mi sa;o no? // cosa? // // ah q~ la vostra? // si c'' èro anch'' io // l'' ho mangiata anch'' io // no no allora non è quella l'' abbiam;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;non udibile
BOD2005;#1005709;doc#126;2017/18;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;21-30;F;BO;campania;simmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1333540&end=1334780;dovresti vende'' // alle persone che conosci perchè se no se ti metti a fare mercato in grande penso che ti denunciano // e;mi sa;pur io c'' è // istantaneamente // però cioè se cioè credo che per la bava di lumaca non ci siano dei trattamenti;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;
BOC1004;#1052712;doc#133;2017/18;fisso;https://search.corpuskiparla.it/corpus/conversations/BOC1004.html;https://search.corpuskiparla.it/corpus/conversations/BOC1004_jefferson.html;21-25;21-30;M;BO;emilia-romagna;asimmetrico;esame;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1004&begin=673026&end=676740;l'' avevo preso in biblioteca e ho dovuto restituirlo infatti anche questo è in via di scadenza // eh però era riferito;mi sa;alle informazioni // cioè a evincere // all'' informazione? // mi ricordo bene // ehmh // ci manca qualcosa // eh;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
PBB022;#1059653;doc#134;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;21-25;21-30;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=1451610&end=1458413;protetti // abbiamo intanto il eh il il collegamento // // rito magico // eh mh e poi c''è quello che c''è una scritta;mi sa;su una cattedra all''interno dell''università però anche quello lì non eh // eh questo non l''ho non l''ho presente no // non;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
PBB022;#1064359;doc#134;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;21-25;21-30;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2778166&end=2781905;ah // eh non non saprei cosa potrebbe essere // no // no mi sa che avevo letto bosco albergati e avevamo parlato di qualcosa;mi sa;// ah possibile // però // sì // anche perchè di didattica non // // neanche a me non viene in mente niente // non penso sia x;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
PTA001;#1083075;doc#136;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;21-30;M;TO;piemonte;asimmetrico;intervista semistrutturata;intell;phd;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1650210&end=1653010;controlliamo che non sia quello ad avere un problema // ma sì ma anche perchè l''altra volta avevamo provato con un altro;mi sa;// ah // eh allora è la presa // mhmhmh // quindi vabbè ma cioè non è che xx non ti stavo chiedendo di farlo poi do~ // // no però;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;
PTA001;#1088548;doc#136;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;21-30;M;TO;piemonte;asimmetrico;intervista semistrutturata;oper;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=3344810&end=3345698;// mah // vai // sìsì // cioè // e // ce n''è sei da fuori e sembra che sono tutti da fuori invece sei veramente due sfigati // xx;mi sa;// mheh cazzo faccio con queste cartacce? // beh tanto hai pescato // eh // sì tanto hai detto vai // eh quindi te la tieni //;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;non udibile
PTA001;#1092330;doc#136;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;21-30;M;TO;piemonte;asimmetrico;intervista semistrutturata;oper;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=5013800&end=5016700;carte dissero un giorno // // mh // sì sì sì sì // adesso mi serve solo un altro // wow // mh mh // posso pescare due carte che mi;mi sa;// // tre // quattro sono // cinque sei sette otto in verità // sono sei le carte // beh senza contare i jolly che ce ne sono;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;non udibile
KPS002;#1103379;doc#138;2023;libero;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;21-30;F;CZ;calabria;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=1332201&end=1333547;no no no noi te lo facciamo con questo che è una ehm è tipo una gomma // loro se la mette~ è tipo la plasitlina // precisa // e;mi sa;l''hanno usata pure con me // loro // se la prendevano se la giravano un po'' in mano di modo che diventasse morbidina me la;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
BOA3021;#1140818;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;21-30;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=703852&end=705599;gli spettacoli quando quando vabbè comunque // mh // cose // jack è andato a un suo concerto // sì? // sì // gli ha tirato;mi sa;un cavolo // // // // // dio bo'' // è questo quello del pollo // un mio amico // ma quanto tempo fa? // due anni fa o tre anni fa //;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;
BOA3021;#1140937;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;21-30;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=733503&end=736743;hanno tirato anche // gli hanno tirato anche lo scovolino // è dove è partito tutto // ah sì anche lo scovolino della merda;mi sa;anche // // // // del water del s~ servizio igienico // dio // ah beh in effetti allora in cioè // una volta eh mi son portato a;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
BOA3021;#1143190;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;21-30;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=1429702&end=1437468;di merda // // e riattaccare // ma cosa ma cosa gli hai detto // mah era mh // un argomento sempre tema mh ambientale era //;mi sa;settimana dopo del coso di del venerdì della no prima del venerdì di di greta thunderberg // l'' asperger // ehm // è;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
BOA3021;#1143857;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;21-30;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=1666227&end=1673380;lui magari stava facendo l'' esempio no quindi così // eh // ma mi sa che // stava ehm colpendo la pallina bianca tipo;mi sa;con una pallina // eh // cioè nel senso stava usando // con una pallina diversa // con una pallina diversa ma per fare un;;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;
BOA3021;#1145721;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;21-30;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=2290566&end=2295492;// e gli hanno fatto cantare imagine di john lennon // // e ci sono tipo trump putin // // ehm c'' è kim jong un // la may //;mi sa;anche aspetta eh c'' è anche neta~ c'' è anche netanyahu? // ciccione del quel panzone del ca~ // no netanhyahu non si tocca;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3021;#1148593;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;21-30;F;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=3067950&end=3071463;x // ah sì? // sì // sì basta che li metti dentro // eh sì // figata // c'' è il formato apposta // vabbè dai comunque non giu~ //;mi sa;però paghi di meno anche tipo se lo compri kindle il libro // sì // ma scusami eh se devo spendere i soldi preferisco;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;non udibile
BOA3021;#1149701;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;21-30;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=3491958&end=3493286;quell'' album dove c'' è il al posto del rullante il sacco della spazzatura // // come cazzo si chiamava? // saint anger;mi sa;// sì cazzo che bello quello era il loro album più bello // // // che c'' è sto rumore tipo di // se prendi il bastone e lo dai;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;
KPS013;#1176551;doc#151;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS013.html;https://search.corpuskiparla.it/corpus/conversations/KPS013_jefferson.html;51-55;51-60;F;BR;puglia;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS013&begin=398440&end=400020;mattina // lo fate voi ma chi è quello che vai tu domani mattina // sta male eh non ci viene // dalle nove boh non lo so xxx;mi sa;// no domani pomeriggio con la scala sto signore xxx // a parte che io domani alle dieci e mezza viene xx ad xxx i capelli //;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
KPS013;#1176589;doc#151;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS013.html;https://search.corpuskiparla.it/corpus/conversations/KPS013_jefferson.html;51-55;51-60;F;BR;puglia;simmetrico;pasto;intell;laurea;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS013&begin=406490&end=410109;signore xxx // a parte che io domani alle dieci e mezza viene xx ad xxx i capelli // no da dalle nove alle dieci meno un quarto;mi sa;// io volevo portare la colazione ad alessandra domattina // del treno xxxxxxx // xx mi sa che è congelato xx // xxxxxxxxx;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;
PBC024;#1211382;doc#155;2024;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC024.html;https://search.corpuskiparla.it/corpus/conversations/PBC024_jefferson.html;31-35;31-40;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;intell;phd;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC024&begin=1321080&end=1321590;se ne fregano // ah beh ma è facile // eh // è abbastanza normale // xxxxx // anche in italia è così // anche l''italia è così //;mi sa;// ah mo non va mica bene neanche in italia la meloni non lavora o no // eh // eh e l''avevano proprio messa lì come proprio che;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
KPS005;#1266644;doc#162;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS005.html;https://search.corpuskiparla.it/corpus/conversations/KPS005_jefferson.html;21-25;21-30;F;MT;basilicata;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS005&begin=1495836&end=1497655;preferisco venire che è sera // no vabbè meglio di sera // meglio venerdì sera quindi // va bene allora ci vediamo venerdì;mi sa;// com mi sa? che significa mi sa? // sì // che dopo non ci vediamo suppongo // non penso che probabilmente saremo già;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
KPS005;#1266804;doc#162;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS005.html;https://search.corpuskiparla.it/corpus/conversations/KPS005_jefferson.html;21-25;21-30;F;MT;basilicata;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS005&begin=1544469&end=1546389;// me lo so immaginato io // no non ha detto non ha detto allora ci vediamo venerdì // ho detto allora ci vediamo venerdì;mi sa;// mh // hai detto dobbia'' che dobbiamo stare poco hai detto che xxx // boh vabbè me lo so immaginato // anche se stiamo poco;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
PBA029;#1373366;doc#177;2024;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;26-30;21-30;M;BO;emilia-romagna;asimmetrico;intervista semistrutturata;tec;dip_tec_prof;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=2480710&end=2486400;fino a un certo punto a casalecchio mi sa che si fermano penso // no a casalecchio non ci vai non ci arrivi con la mobike // no;mi sa;si ferma proprio davanti al maran mi pare mi pare di di aver visto delle scene sì no infatti // // il capolinea // mi ci;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
KPS001;#1431856;doc#187;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;21-30;F;CZ;calabria;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=613413&end=615296;lei si è l''ha molla)to)? // davvero? // allora ehm non so no lui ha mollato lei eh ma // no è stata lei // no eh l''ha tradita lui;mi sa;// ah sì? // ah io sapevo così poi non lo so eh // e allora x così // e poi mh è stata con allegri e allegri invece l''ha piantata x;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
KPS001;#1447789;doc#187;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;21-30;F;CZ;calabria;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=4596236&end=4597336;quanti ne aveva quando è morto? // no ne aveva cinquanta // eh? // cinquanta michael jackson // chi? // da compiere;mi sa;// eh? // michael jackson // no avrei dato altri cin~ cinquanta // no cinquanta gua~ // eh eh s~ // cinquanta // sto;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;
