Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;"Omissione: omettendo ""sai"" cambia il senso della predicazione";"Sintassi: ""sai"" regge una subordinata secondaria (es. sai che…)";"Prosodia: ""sai"" non costituisce un'unità prosodica indipendente";SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;Macrofunzioni;Microfunzioni
PTD001;#1048028;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=2159884&end=2163797;2159884;2163797;TOR004;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;21-25;F;TO;stud;sì;asimmetrico;piemonte;laurea in corso;3;intervista semistrutturata;al tuo paese una storia che potresti raccontarmi // meh // in che senso? // non so una storiella o uneh proverbio //;sai;no? ci sono magari delle ninna nanne che si cantano delle cose // sì // eh così adesso non mi // o magari una cosa che ti;;;;;1;1;;;;;;;1;;;;;;;;;;1;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
PBB022;#1057758;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=927530&end=933320;927530;933320;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;pasta sfoglia ma fatta con la farina di riso? cioè proprio col riso? ah // no no no no no eh col riso sìsì // eh cotto con mh;sai;che non non ho neanche x // // ci piace così tanto che non sappiamo nemmeno come si fa // esatto credo credo sia una delle;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB022;#1058230;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=1037400&end=1041800;1037400;1041800;BOR024;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;3;intervista semistrutturata;quella dei tortellini insomma // ah ah // mhmh eh anch''io sì anch''io preferisco cioè da piccola poi magari avevo la cosa;sai;verde mhmh // quindi quindi sono sempre stata anch'' io pasta bianca però vabbè buona anche in pasta verde in realtà // //;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB022;#1061399;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=1975790&end=1980480;1975790;1980480;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;si sono // o per quella che è la mia vita insomma si è perduto insomma // si sono perse // mh // perchè lo facevo soprattutto;sai;sempre lì quando quando ero piccola e mia madre che era che era // contadina e quindi che avevano possibilità di tutto il;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;Metatestuale;Filler, riempimento dei tempi di formulazione
PBB022;#1061953;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2116890&end=2123759;2116890;2123759;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;noi eravamo venivamo dalla campagna un po'' per cui lei mia ha eh // nei giorni prima avevamo fatto il giro un po'' per vedere;sai;gli autobus la la corriera io poi prendevo la corriera no il giro che dovevo fare // mhmh // eh mh e quindi mi a~ mi;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;Metatestuale;General extenders e marche di generalizzazione
PBB022;#1062248;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2203730&end=2212840;2203730;2212840;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;proiettato un un film porno no // oddio che ridere è vero è vero // e io l''ho trovata una cosa ma spiritosissima nel senso eh;sai;proprio la la voglia ancora di fare una goliardata una cretinata hai capito una // sì // l''ho trovata una cosa veramente;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB022;#1062460;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2263560&end=2269590;2263560;2269590;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;in cortili di palazzi // che normalmente sono chiusi // che normalmente sono chiusi che tu magari puoi sbirciare;sai;quando si apre un cancello esce una macchina così vuoi un po'' sbirciare però // mh // bello // la possibilità di entrare di;;;;;1;;;;;;;;1;;;;;;;;1;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Esemplificazione
PBB022;#1064556;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2833240&end=2839400;2833240;2839400;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;sono gli alberi ovviamente quindi è molto ombreggiato // mh // eh dove fanno la la festa dell''unità dove fanno eh mh eh //;sai;che fanno anche un''altra eh un''altra manifestazione ti ricordi che ci siamo andati anche che mh avete scalato l''albero;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB022;#1065097;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2983810&end=2991190;2983810;2991190;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;artig;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;di aratura? // sì sì sì sì // sì // morta // oppure per dire i magi fanno per la befana bruciano il vecchione hai presente? x;sai;che non mi ricordo se // bruciano la befana ah ecco anche la cosa del del fatto che bruciano il vecchione // eh // ne avevamo;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB022;#1066174;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=3274150&end=3275430;3274150;3275430;BOR025;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;3;intervista semistrutturata;con lo spillo vuol dire molto eh // eh no quello sì eh // è una forza nel senso che eh ci sono delle eh mh // forse non sa;sai;cos''è lo spillo? // no // è // bisogna insegnargli tutto a questa gente io non lo so // ma no ma da noi carnevale // non esiste;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC002;#1069838;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=776726&end=782020;776726;782020;PKP094;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;M;AR;intell;no;simmetrico;toscana;phd;3;pasto;// tramite loro // no l''unico potrebbe essere jakob ~ste cose si fa difficili ho pensato subito guarda chiamo jakob e;sai;cosa gli dico // eh infatti // ma scusa eh gli chiedi mi mi dai mi dai l''indirizzo della posta a parte no se c''è già ma chi se ne;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC002;#1072551;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1427123&end=1428205;1427123;1428205;PKP056;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;F;AR;intell;no;simmetrico;toscana;laurea;3;pasto;// io l''ho mangiato // tra l''altro di quelle cose che ho portato è f~ è l''u~ uhm è v~ c''è c''è rimasto solo questo no? // sì // lo;sai;cosa? // occhio ti tagli un dito ora però // no vabbè dai questo mangialo tu // // oddio stasera avrei bisogno di un film;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC002;#1073358;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1671330&end=1676083;1671330;1676083;PKP056;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;F;AR;intell;no;simmetrico;toscana;laurea;3;pasto;che la pallavolo è anche pericolosa // esatto // per il fatto che toccano tutte la stessa palla // bravo ecco // sì ma;sai;teoricamente basta che basterebbe che non si toccassero la barba // xx // basterebbe che tra tra un palleggio e;;;;;1;;;1;;;;;;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Richiesta di accordo/conferma & Gestione del topic: introduzione o ripresa di topic
KPC002;#1073477;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1707194&end=1712538;1707194;1712538;PKP056;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;F;AR;intell;no;simmetrico;toscana;laurea;3;pasto;male // // vieni vieni // quindi però dopo si lavano però è vero cioè // mh dice anche la serie a anche di pallavolo così;sai;come fanno a andare avanti? // come la mh il calcio // cioè gli fanno un tampone // no un sierologico cinque giorni prima e;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC002;#1074430;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1995630&end=1999972;1995630;1999972;PKP093;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;21-25;M;AR;stud;no;simmetrico;toscana;laurea in corso;3;pasto;// e stanno facendo didattica a distanza integrata // ma la gente in quarantena sta a casa? // stan~ eh eh oh ma scherzi //;sai;tipo lorenzo ros~ no perché lorenzo rossini l''hanno mandato in un hotel a siena // sì lui è andato in un ehm covid hotel // e;;;;;1;;;;;;1;;;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Interruzione & Gestione del topic: introduzione o ripresa di topic
KPC002;#1074524;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=2017768&end=2018851;2017768;2018851;PKP093;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;21-25;M;AR;stud;no;simmetrico;toscana;laurea in corso;3;pasto;// era l''hanno mandato da solo in questo albergo // anche perché lui qualche sintomo l''ha avuto eh // ma te cosa ne;sai;// eh me l''ha detto la madre // ma la xxxx // eh ve~ eh // eh eh eh se lo sa // eh magari // voi che non lo sappia // eh // mah // lui;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC002;#1076074;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=2475328&end=2477652;2475328;2477652;PKP093;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;21-25;M;AR;stud;no;simmetrico;toscana;laurea in corso;3;pasto;invece secondo me sì beh è una di quelle cose // che proprio con l''età ti viene x te // no no // un giorno ti trovi lì non;sai;perché ma // a lui le cose pratiche non sono mai piaciute // no ma no perché un giorno ti tro~ // ecco // // no ma m~ // xx quello;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC002;#1076184;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=2500607&end=2503797;2500607;2503797;PKP093;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;21-25;M;AR;stud;no;simmetrico;toscana;laurea in corso;3;pasto;vedi un cantiere // manca poco eh // vede ve~ sessantacinque settanta insomma // // vedi vedi questo cantiere // e non;sai;perché ma senti una una certa attrazione dici // no // no quello guarda // no // per non si sa quale motivo dici ma perché;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC002;#1077105;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=2735065&end=2737991;2735065;2737991;PKP056;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;F;AR;intell;no;simmetrico;toscana;laurea;3;pasto;// questa questa è grande eh bisogna ammettere // // il grande gianni togni // unico inimitabile // mamma mia // // ma // lo;sai;quando facevo il cantiere c''avevo il cantiere lì de mh // del mh gazebo insomma del // in che senso c''avevo il cantiere //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA001;#1085947;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2513500&end=2516601;2513500;2516601;TOR002;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;TO;intell;sì;asimmetrico;piemonte;phd;3;intervista semistrutturata;che // che cacchio ne so che ha l''autoscuola che mette qualcosa // mhmh // eh però // poca roba // no // eh // anche perchè;sai;cosa? il discorso delle sponsorizzazioni è che // molto spesso una volta // c''era un rientro in nero sostanzialmente //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA001;#1088517;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=3340110&end=3343702;3340110;3343702;TOR001;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;F;TO;intell;sì;asimmetrico;lombardia;phd;3;intervista semistrutturata;// ho visto uno spicchio atipico allora // mah può essere cioè anche perchè noi eravamo veramente quattro gatti quindi;sai;// mah // vai // sìsì // cioè // e // ce n''è sei da fuori e sembra che sono tutti da fuori invece sei veramente due sfigati // xx;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;Metatestuale;Filler, riempimento dei tempi di formulazione
PTA001;#1088702;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=3427510&end=3432707;3427510;3432707;TOR001;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;F;TO;intell;sì;asimmetrico;lombardia;phd;3;intervista semistrutturata;come fai a farle così male // quello che cos''è? a che bello sìsìsìsìsìsì // vai // vai // ehi // cosa vuoi? ehi // vai // ma;sai;poi torino comunque anche solo il fatto che la vita costi molto di meno riesci a godertela anche un po'' di più // sì sì sì //;;;;;1;1;1;;;;;;1;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Presa di turno & Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
PTA001;#1092807;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=5379110&end=5380301;5379110;5380301;TOR002;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;TO;intell;sì;asimmetrico;piemonte;phd;3;intervista semistrutturata;te ne avanza una // eh // ehsì che ne avanza una xxx // eh // // ma a te quante ne avanzano adesso? // una // mh // è quella che //;sai;cosa faccio? // nel gioco mancano un paio di car~ // io vado sulla giocata monocarta // che sei xxx eh ho capito ho capito ho;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS002;#1100938;doc#138;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=698635&end=700173;698635;700173;PKP103;KPS002;00:37:23;libero;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;F;CZ;stud;no;simmetrico;calabria;laurea in corso;3;pasto;marracash non non c''è // // io penso // la trippa // eh la trippa sì // non è morzello sono mh // la preferisco al morzello // e;sai;che non sono mai andata alla // come si chiama? sempre da pepe? // da beppe // beppe // no come si chiama? // i fratelli che;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS002;#1101578;doc#138;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=864296&end=868210;864296;868210;PKP105;KPS002;00:37:23;libero;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;51-55;F;CZ;intell;no;simmetrico;calabria;phd;3;pasto;advisor // con cinquecento commenti positivi // perchè quello che interessa sono quelle negative quelle positive eh;sai;no // si possono essere tutte positive // si ma su cinquecentotre recensioni // si // vabbè vedi che sono tre negative può;;;;;1;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
KPS002;#1105993;doc#138;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=1989686&end=1993991;1989686;1993991;PKP105;KPS002;00:37:23;libero;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;51-55;F;CZ;intell;no;simmetrico;calabria;phd;3;pasto;po'' il me~ maestrino a volte // sì sì sì sì // però // insomma quindi dico magari non è tutta colpa mia insomma // vabbè però;sai;la cina non è un paese è quasi un continente // se non mi hanno dato delle basi buone // ammazza sì si // capito // percui mh;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
KPN019;#1118509;doc#141;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN019&begin=514605&end=517905;514605;517905;PKP009;KPN019;00:30:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN019.html;https://search.corpuskiparla.it/corpus/conversations/KPN019_jefferson.html;56-60;F;VE;intell;no;simmetrico;veneto;laurea;4;pasto;basta un''insalatina? // #un pochetìn de bacaeà bacaeà co l''insalatina in umido // no // tong // xx // eh? // prenditelo tu;sai;dove l''hai messo // #ti more cossa ti vol? // # al fio ghe domando e a ti no ti se in dieta // quello che c''è // #po'' a se mette;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
