Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Introduzione di topic/passaggio a un nuovo topic/ripresa di un topic allora, quindi, dopo di che ecc.;Chiusura di un topic;Riformulazione;Digressione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Intensificazione;Polifunzionalità
PBA002;#1310371;doc#185;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1219110&end=1220378;1219110;1220378;BOI053;PBA002;00:27:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;con dei cioè in italia ma // o comunque tutte e due a bologna o // in altre città // mh // non so // se posso // no comunque;direi;// a bologna // o in zona // in provincia // è che ci sono affezionata // ho sempre vissuto qua // ah ci sta // ho tutti i;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBA002;#1310944;doc#185;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1412170&end=1413794;1412170;1413794;BOR010;PBA002;00:27:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;vedo i miei compagni tutti eh ragazzi devo cercare una casa aiuto // praticamente // vabbè poi // domande sugli studi;direi;che // ah beh ecco una cosa che // non vi ho mai cioè // no~ non so voi // parte~ pa~ eh partecipate molto alla anche movida //;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA029;#1359894;doc#191;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=3018630&end=3022990;3018630;3022990;BOR028;PBA029;00:50:24;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;toscana;intervista semistrutturata;laurea in corso;è inquinata quest''aria // senti senti le microplastiche che mi entrano // mh cioè no // no // x ragazzi io vi ringrazio;direi;che possiamo chiudere // // amen basta // allora // in che quartiere di bologna vivi? e come ti trovi? // dunque io vivo;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC005;#1365189;doc#192;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC005&begin=1933800&end=1934500;1933800;1934500;BOI014;PBC005;01:01:27;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC005.html;https://search.corpuskiparla.it/corpus/conversations/PBC005_jefferson.html;76-80;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_lic;// moltissimo // invece quando sono arrivati i nipoti? // quando sono arrivati i nipoti è stata la gioia // //;direi;// quasi più grande di avere dei figli perchè io la maternità l''ho vissuta con molto // mh // timore // perchè il primo;;;;;1;;;;;;;;;;;;;;;;;1;;0
PTD013;#1371972;doc#193;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD013&begin=840787&end=846109;840787;846109;TOI111;PTD013;00:20:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD013.html;https://search.corpuskiparla.it/corpus/conversations/PTD013_jefferson.html;56-60;F;TO;2;intell;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;costruttivo bisogna in ogni caso // sempre discutere a un certo liv~ a un certo modoe rispettarsi a vicenda // quindi io;direi;che ho un buon rapporto con i miei colleghi vera amicizia forse non tanto // ho avuto rapporti di vera amicizia // però è;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA015;#1373874;doc#194;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA015&begin=315149&end=318304;315149;318304;BOI077;PBA015;00:24:28;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA015.html;https://search.corpuskiparla.it/corpus/conversations/PBA015_jefferson.html;16-20;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;e i frutti di bosco // ho capito bene // ehm secondo te // a bologna adesso ci sono troppi turisti // oppure no // troppi non;direi;cioè poi dipende anche molto dalla zona // diciamo che mh // in alcun~ ad esempio verso le sette chiese già si concentrano;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA015;#1377061;doc#194;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA015&begin=1324518&end=1327440;1324518;1327440;BOR019;PBA015;00:24:28;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA015.html;https://search.corpuskiparla.it/corpus/conversations/PBA015_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;// poi con tutte le prove fatte prima mh // sì // bene e quanto ventun minuti // e ti chiedo giusto anche un''altra roba // poi;direi;che possiamo chiudere // ahm // mhmh mh // e // ah giusto // ehm // col fatto che qua ci sono i portici dappertutto // quando;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA015;#1377322;doc#194;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA015&begin=1410768&end=1411649;1410768;1411649;BOR019;PBA015;00:24:28;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA015.html;https://search.corpuskiparla.it/corpus/conversations/PBA015_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;voler fare chimica // ho capito che non era una grande idea far la persino in una lingua che non era la mia // no // mh no // //;direi;proprio di no // ehm // tuttora // mh non è la città che preferisco // nel se~ // mh // però io sono molto // io ho visitato;;;;;1;;;;;;;;;;;;;;;;;;1;0
PTA001;#1386647;doc#196;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1773900&end=1775205;1773900;1775205;TOR002;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;TO;3;intell;sì;asimmetrico;piemonte;intervista semistrutturata;phd;tu hai presente un sedicienne che entra a casa di uno a far suonare la chitarra la domenica mattina alle otto // //;direi;di no // mamma mia gli ho fatto delle cose in quella casa che // // // però comunque mi sarebbe sempre piaciu~ // è già tanto;;;;;1;;;;;;;;;;;;;;;;;1;;0
KPN001;#1416328;doc#198;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=12961&end=15955;12961;15955;PKP135;KPN001;00:53:21;libero;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;21-25;F;BO;2;intell;no;simmetrico;abruzzo;pasto;dip_lic;ditemi pure diciamo // vi è tutto chiaro? // emh // tu non hai mai fatto queste foto quando sei andata in barca // no;direi;di no // o queste foto non l''abbiam mai fatte // tu non le vuoi fare // sempre che non ti vuoi far taggare da nessuna parte //;;;;;1;;;;;;;;;;;;;;;;;1;;0
KPN001;#1420826;doc#198;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=1461772&end=1463337;1461772;1463337;PKP135;KPN001;00:53:21;libero;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;21-25;F;BO;2;intell;no;simmetrico;abruzzo;pasto;dip_lic;lei era figlia di un parlamentare inglese // mhmh // quindi probabilmente aveva abbastanza soldi ereditati // beh eh;direi;// mh // ehm // e lei era fissata con la cucin~ con col mangiare // mh // e quindi ogni vacanza che faceva aveva comunque;;;;;1;1;;;1;;;;;;;;;;;;;;1;1
PTD004;#1444692;doc#201;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=290011&end=292225;290011;292225;TOI043;PTD004;01:15:14;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;TO;4;intell;sì;asimmetrico;piemonte;intervista semistrutturata;laurea;// pozzo strada devo dire che ci sono tanti anziani // mh mh // però vabbè vedi anche comunque famiglie // con bambini;direi;che è abbastanza misto // okay // come immigrati pf mh // forse più immigrazione dall''est // mh mh // quindi // appunto non;1;;;;;;;;;;;;;;;;;;;;;;;0
PTD009;#1460468;doc#202;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=16774&end=19473;16774;19473;TOI060;PTD009;00:56:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD009.html;https://search.corpuskiparla.it/corpus/conversations/PTD009_jefferson.html;41-45;M;TO;2;intell;sì;asimmetrico;piemonte;intervista semistrutturata;laurea;anno // okay // ma sono son nato a torino ma ho sempre vissuto a san mauro // okay // la barca è proprio lì vicino quindi;direi;che // non mi sono spostato di molto // okay // e quindi ehm // adesso p~ ti sta suonando il telefono o è da fuori che arriva?;1;;;;;;;;;;;;;;;;;;;;;;;0
PTD009;#1467864;doc#202;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD009&begin=2402928&end=2407581;2402928;2407581;TOI060;PTD009;00:56:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD009.html;https://search.corpuskiparla.it/corpus/conversations/PTD009_jefferson.html;41-45;M;TO;2;intell;sì;asimmetrico;piemonte;intervista semistrutturata;laurea;e tutto quanto // non non è mia materia al momento però oggettivamente è è una bella piazza // ripeto la prima cosa che io;direi;a uno che a uneh a un turista che ha già visto // torino // e di uscire un po'' dalla lonely planet vai in piazza bodoni perché;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC011;#1473905;doc#203;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC011&begin=912504&end=919191;912504;919191;BOI032;PBC011;01:16:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC011.html;https://search.corpuskiparla.it/corpus/conversations/PBC011_jefferson.html;76-80;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;per cui // ecco questo è il il portico della morte ce l''ho ben presente // // gli altri era per fare una passeggiata e;direi;che li ho scoperti più dopo quando sono andata in pensione perché ho fatto un po'' la turista a bologna // certo // e allora;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC011;#1479984;doc#203;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC011&begin=2897703&end=2898735;2897703;2898735;BOI032;PBC011;01:16:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC011.html;https://search.corpuskiparla.it/corpus/conversations/PBC011_jefferson.html;76-80;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;anche che le capacità // anche vengono fuori nel momento in cui ti senti responsabile di fare una roba // per cui adesso //;direi;che // e lui va avanti come è questo dà anche fastidio cioè il fatto che sia // un sindaco che dice no io penso così vado così;1;;;;;;;;;;;;;;;;;;;;;;;0
TOD2006;#1487222;doc#204;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2006&begin=797581&end=799060;797581;799060;TO999;TOD2006;00:13:19;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2006.html;https://search.corpuskiparla.it/corpus/conversations/TOD2006_jefferson.html;26-30;M;TO;2;intell;sì;simmetrico;piemonte;intervista semistrutturata;phd;no sono tutti di solito contenti // certo // certo è fatto molto bene // okay cosa ti posso ancora chiedere? // basta così;direi;che siamo a posto // okay allora // voi abitate a bologna o in provincia? // provincia // e come si chiama il paese la città?;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB005;#1505630;doc#206;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2806195&end=2807155;2806195;2807155;BOR001;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;del cielo non c''è nulla di male // sì // però intanto speri insomma che vada in quel senso ecco // sì sì // mh // okay dai io //;direi;che // ue // thank you // meglio col sale? // eh sì // verso? // sì grazie // // tu vuoi rosa un po'' di vi~? // no grazie amo'' // un;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA3017;#1535597;doc#210;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=1237194&end=1240008;1237194;1240008;BO147;BOA3017;00:30:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;M;BO;4;stud;no;simmetrico;marche;conversazione libera;laurea in corso;cosa no però // no ai cazzi no // // s'' aggrappa // // // te sei sicuro che vuoi presentare questa? // // // eh oh // // ah;direi;che ci ci stiamo pure a trattenere troppo secondo me // direi (di no) // // un bel bestemmione in coro // // // // mh // eh;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA3017;#1535609;doc#210;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3017&begin=1237198&end=1238765;1237198;1238765;BO146;BOA3017;00:30:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3017.html;https://search.corpuskiparla.it/corpus/conversations/BOA3017_jefferson.html;21-25;M;BO;4;stud;no;simmetrico;marche;conversazione libera;laurea in corso;sei sicuro che vuoi presentare questa? // // // eh oh // // ah direi che ci ci stiamo pure a trattenere troppo secondo me //;direi;(di no) // // un bel bestemmione in coro // // // // mh // eh quindi domani non fo fo fo un cazzo // io mi sveglio presto // io;;;;;1;;;;;;;;;;;;;;;;;1;;0
BOA1001;#1538173;doc#211;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=235329&end=241680;235329;241680;BO020;BOA1001;00:37:20;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;21-25;F;BO;2;stud;no;asimmetrico;campania;ricevimento studenti;laurea in corso;sulla sulle mie sui miei ragazzi // mh // sì // eh quindi l'' argomento era questo ahmh non ben precisato ancora però mh io;direi;che // sì // sì provvisoriamente avevamo identif~ mh individuato quel diciamo // questo potrebbe svilupparsi // sì più;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1001;#1538354;doc#211;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=295713&end=297446;295713;297446;BO020;BOA1001;00:37:20;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;21-25;F;BO;2;stud;no;asimmetrico;campania;ricevimento studenti;laurea in corso;// ehmh // quindi // ma mh in realtà anche al tecnico ci sono gli stranieri ora // la scelta tra l'' uno e l'' altro uhmh // io;direi;potrebbe dipendere // scusi solo un attimo mattia se vuoi puoi chiudere la porta perché c'' è molto rumore // eh // troppo;;;;;1;;;;;;;;;;;;;;;;;1;;0
BOA1001;#1538912;doc#211;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=502575&end=505788;502575;505788;BO020;BOA1001;00:37:20;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;21-25;F;BO;2;stud;no;asimmetrico;campania;ricevimento studenti;laurea in corso;quindi // lei lo conosce? // sì // son tre ore di inglese son tre ore di seconda lingua // sì // eh anche le ore di italiano;direi;che son le stesse // cioè da questo // da questa indagine può emergere quali lingue straniere e i tempi di di sì di della;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1001;#1539105;doc#211;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=573991&end=579200;573991;579200;BO020;BOA1001;00:37:20;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;21-25;F;BO;2;stud;no;asimmetrico;campania;ricevimento studenti;laurea in corso;ambito turistico poi ehmh e poi eh chiaro dipende dagli indirizzi l'' economia però // mh mh // ehmh // primo e secondo anno;direi;di no siccome la maggior parte dei // mh // e quindi mh che tipo di domande porrebbe lei cioè qual è diciamo lo scopo di;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1006;#1562362;doc#213;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=2636614&end=2641574;2636614;2641574;TO079;TOA1006;00:45:54;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;M;TO;3;stud;no;asimmetrico;piemonte;ricevimento studenti;laurea in corso;un'' ultima cosa poi vado // sì // io ieri ho provato ho d~ ho fatto una ricerchina ho provato // ho preso questo testo quindi;direi;però perché per il discorso che ci siamo fatti questo sicuramente mi può servire // eh lei dia un'' occhiata all'';;;;;1;1;;;;;;;;;1;;1;;;;;;;1
PTA007;#1569854;doc#215;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA007&begin=457333&end=458920;457333;458920;TOI007;PTA007;00:13:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA007.html;https://search.corpuskiparla.it/corpus/conversations/PTA007_jefferson.html;21-25;M;TO;2;comm;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;molto dalla zona in cui vivi // mh mh // chiaramente in quella zona // va tutto bene è tutto molto bello quindi // mh mh //;direi;quasi di no // mi sembra tutto più o meno uguale // okay // bello tutto bellissimo poi so che in realtà // appena esci un po'';;;;;1;;;;;;;;;;;;;;;;;1;;0
