corpus	conv_id	token_id	token_span	audio	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
KIP	BOD2017	293-8	293-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1064525&end=1067168	yes	_	Introduzione o ripresa del topic	_	ho sempre avutohm // il primo anno ero proprio lontano da tutti i @abitantipaese // proprio era una cosa che mi imponevo	praticamente	// quindi hai fatto amici all'' università e poi // quindi ho passato il mio primo anno a vivere completamente con eh //
ParlaBO	PBC020	42-6	42-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=178670&end=183022	yes	_	_	Attenuazione	oppure eh dislocate altrove e così via per cui la caratterizzazione di quartiere operaio // eh è venuta a mancare	praticamente	// e pur rimanendo qui molte eh abitazioni molti palazzi palazzoni eccetera eccetera di edilizia popolare o meno // eh
KIPasti	KPC009	1355-3	1355-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=2851856&end=2853686	yes	_	Filler	_	che me guardasse // poi dopo me sembra che un''altra volta uguale el venerdì sera ha fissato tutto el tempo // mh // e in più	praticamente	eh // c''ero solo io e la madda quindi ovvio che ha salutato a me perchè dietro c''avevo dietro mh c''avevo el muro //
KIPasti	KPC009	1357-0	1357-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=2860660&end=2867270	yes	_	Filler	_	eh // c''ero solo io e la madda quindi ovvio che ha salutato a me perchè dietro c''avevo dietro mh c''avevo el muro //	praticamente	è venuto là e m''ha fatto m''ha guardato e m''ha fatto ma vicino eh m''ha fatto ciao // io così // // cioè ma chi el conosce? // è
ParlaTO	PTA001	203-6	203-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=440100&end=449490	yes	_	Prolettico	_	eh no quando ero più piccolo vivevo a collegno // okay // quindi le scuole // dove le hai fatte? // eh ho fatto l''ultimo anno	praticamente	le ho fatte a villarbasse le elementari e le medie e l''ulto~ an~ l''ultimo anno di asilo // mhmh // okay // prima ho fatto gli
ParlaTO	PTA001	381-3	381-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=843300&end=846612	yes	_	_	Specificazione	a torino // ehm ha un ps~ s~ sì mi piacerebbe ci fossero più attività // eh però capisco che con milano vicino // eh il polo	praticamente	è milano cioè se vuoi fare // arrivi fino a un certo punto poi le grandi mostre non per forza arriverano a torino i grandi
ParlaTO	PTA001	1273-4	1273-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2411301&end=2413410	yes	_	Introduzione o ripresa del topic	Attenuazione	// nel calcio sì son sempre di meno // scusa e la squadra di ale si sono riversati quindi da altre parti? // la squadra di ale	praticamente	sì // cioè che era già una fusione tra due e quella di quest''anno son finiti nella squadra che gioca il campionato di a uno
ParlaTO	PTA001	1540-7	1540-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2912010&end=2914805	yes	_	Introduzione o ripresa del topic	_	poi giochi // xxxx // ah no se peschi passi automaticamente il turno // ah okay va bene // cioè lui pesca alla fine del turno	praticamente	// okay quindi // no // no // o peschi // o giochi // o giochi // okay // ah okay // va bene // però cioè l''avevo de~ // se peschi
ParlaTO	PTA001	2140-1	2140-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=4139810&end=4144910	yes	_	Introduzione o ripresa del topic	_	perchè hanno problemi con il pos // // ma perchè non per la contabilizzazione un giorno l''altro ah // mh // mhmh // perchè	praticamente	alle undici e mezza danno chiusura al coso per quello che xxx // ah okay ah okay okay // ah per contabilità // ehsì // eh sìsì
KIPasti	KPS001	389-0	389-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=478612&end=479172	yes	_	Filler	_	cioè mh // io gli avevo chiesto come stava perché vedi che stava male così dice che lui x // chi stava malle? // ah è ve~ //	praticamente	// si era fatto mal al ginocchio // sì al ginocchio alla caviglia insomma cioé non si è ripreso vedi che l''avevo visto con
KIPasti	KPS001	524-0	524-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=687435&end=693922	yes	_	Introduzione o ripresa del topic	_	io e mamma // mh // e // picci mi dispiace // oh comuque io mi sto rompendo le palle nnon si decidono quelli là allora // x //	praticamente	dobbiamo cercare un po'' tutti perchè il ragazzo vabbé quel primo via ne hanno trovato un altro non so se era nello stesso
KIPasti	KPS001	1318-1	1318-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=1926545&end=1927850	yes	_	Filler	_	trovato qualcosa di decente // mh // perché hanno detto // ah com~ com''è andata a finire che poi mi sono alzato prima // no	praticamente	// ha scritto ho trovato casa // no mo hanno scritto abbiamo la casa vabbé non mi han~ // mh // eh // vabbè può su~ x x // non ha
KIPasti	KPS001	1676-2	1676-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=2446348&end=2448030	yes	_	Prolettico	_	è un tesoro però // x x x lo dicisempre lo dici sempre che x xmh // e parla tutto così // // dove andiamo? // // // mi fa // eh no	praticamente	ti ho detto mh // ahi // // c''hai cinquant''anni // x x x qual è questo? // eh no perché no vi giuro // dopo un po non si soppor~ //
KIPasti	KPS001	2886-17	2886-17	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=4311832&end=4316758	yes	_	Filler	_	l''ultima volta // e vabbé no no // // il pri~ il primo anno mamma che lei è venuta a trovarmi eh abbiamo mangiato dal cinese	praticamente	// eh // eh // oh che poi ho vomitato e eh // // poi abbiamo fatto pure un giro siamo andat~ m mi sentivo già inviavo già a
ParlaBO	PBA029	225-16	225-16	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=593407&end=599040	yes	_	_	Specificazione	// tanti tantissime persone andavan lì // lì si facevano tipo non so gare di di freestyle magari a un certo orario era	praticamente	puntualissimo // da lì c''era l''autobus che ti portava diretto al matis io ti posso giurare che due tre anni della mia vita
ParlaBO	PBA029	1046-2	1046-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=2986070&end=2991000	yes	_	Prolettico	_	eh infatti secondo me no // in centro anche perchè c''hai non c''hai // eh capito? // esatto // non ci son camion // no infatti	praticamente	il problema ad esempio a casalecchio perchè a casalecchio c''è anche la parte industriale // // eh già è quello grave // x
ParlaTO	PTB003	124-5	124-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB003&begin=312769&end=315072	yes	Marcatura della conoscenza condivisa	_	_	c''era quella // siamo arrivati a gallipoli c''era sua cognata con la febbre a letto // quindi tutti avevano la febbre	praticamente	// eh sì // quando siamo arrivati a torino avevano dove s''andava a trovare i parenti // c''era il il figlio // di mia sorella
ParlaBO	PBB005	438-37	438-37	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=877277&end=885967	yes	_	_	Specificazione	notte quindi loro si sono segnati gli orari quindi se tu sei in centro puoi tornare alle tre c''è il tuo autobus che ti porta	praticamente	sotto casa // sì // oppure a volte tornano a casa anche a piedi // non qualche volta // mh // magari sono in un gruppetto
ParlaBO	PBB005	641-0	641-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1273092&end=1277853	yes	_	Filler	_	// mh // proprio anche il posto // forse il problema è un po'' più la sera // cioé io avevo una compagna di classe che viveva //	praticamente	sui viali appena prima della rotonda prima della certosa // sì? // che c''ha un xxx cioè il l~ dallo stradone diciamo così
ParlaBO	PBB005	751-4	751-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1527870&end=1533596	yes	_	Prolettico	_	luca // sì saragozza san luca secondo me è bellissimo poi son tutti molto belli anche in centro // sì // se pensi che parte	praticamente	da piazza maggiore arrivi a san luca quasi sempre sotto al portico oh ragazzi cioè // sì sì sì sì sì sì davvero davvero //
ParlaBO	PBB005	1060-6	1060-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2249633&end=2253156	yes	_	_	Specificazione	scoprire le cose // abbiamo scoperto che da qua vai all''esselunga di santa viola // con una ciclabile senza mai passare	praticamente	per la strada // però te la devi un po'' andare a cercare cioè non è che // xx // x // forse manca un po'' di pubblcità anche in
ParlaBO	PBC004	505-0	505-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=1297500&end=1300960	yes	_	_	Specificazione	// dopo si è diffuso da bologna è andato anche in altre città perché ad esempio anche torino ce li ha // il portico è stato //	praticamente	la prima cosa che uno straniero vedeva arrivando a bologna // noi lo sappiamo perché abbiamo // abbiamo goethe abbiamo
KIPasti	KPN027	143-0	143-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=233773&end=235255	yes	_	Introduzione o ripresa del topic	_	// sì sì ma va là p~ prendila prendila // poi // niente // dopo che abbiamo mangiato hanno aperto // mh // il bar // eh //	praticamente	avevamo un drink // i~ a in omaggio // in omaggio a tutti // a testa solo che // ehm l // a gente che guidava // non lo beveva // e
KIPasti	KPN027	201-3	201-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=324886&end=326613	yes	_	_	Intensificazione	// cioè la~ // vuoi un po''? // mh? // ne vuoi un po''? // xx // la sar~ la mamma di sara è un po'' come la marty // cioè non regge	praticamente	niente // di alcool // xx // // la mamma di sara si beve che ne so // me~ mezzo bicchiere di vino // già // // ma dai // // allora
KIPasti	KPN027	276-6	276-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=429169&end=431163	yes	Marcatura della conoscenza condivisa	_	_	// ah va all''università ? // sì perchè lei ha fatto la primina // quindi ha fatto un anno // cioè ha finito un anno prima	praticamente	// x ho capito // infatti ora // ah // voi an~ state ancora in quinta // eh tu invece c''hai l''università // non è che cambia
KIPasti	KPN027	491-2	491-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN027&begin=706032&end=707533	yes	_	Filler	_	sei vestita di nero // c''hai i capelli lisci // così sembri lei // faccio eh // come che non sono neri // dovevi dirci // ah si	praticamente	// sono marroni scuro // quella ce l''aveva neri neri // allora io faccio // vabbè oh eh // eh mi fa // guarda che non è mica
KIPasti	KPS010	106-4	106-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=279690&end=282050	yes	_	_	Specificazione	velocemente e mentre guardavo le focacce francesco faceva questo // laura sono // davanti allo specchio faceva	praticamente	cosi'' // sono vent''anni che sono iperattivo dovresti esserti abituata a muoverti // ma io dovevo guardare le cose
KIPasti	KPS010	164-1	164-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS010&begin=426530&end=431720	yes	_	Riformulazione	_	// parlate piano che se no la cosa diventa molto difficile // quelli che c''hanno gesù // tourette la tourette // no // che	praticamente	e~ d~ nel nell''immaginario dei film c''hai due vite la dissociazione // bipolarismo // come si dice? // bipolarismo //
ParlaTO	PTD001	577-4	577-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1747855&end=1754092	yes	_	Marca di generalizzazione	_	tu andavi a una manifestazione // nei laterali c''era il cordone // dei militanti // dei partiti // che facevano da scudo	praticamente	e quindi chi voleva entrare da fuori menare manganelli // fascisti se era di s~ di sinistra il corteo di // eh i comunisti
ParlaTO	PTD001	1050-6	1050-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=2953744&end=2955846	yes	Manifestazione di accordo	_	Attenuazione	perchè il nostro è un paese franoso // ah ecco // e quindi // è alto? // è alto è novecento metri // ah beh quindi è montagna	praticamente	// montagna sì // #e quindi da noi si chiama ngape la lavanga poi c''è la surutedde perchè c''è è uneh // ehmeh // un sentiero
ParlaTO	PTD014	22-26	22-26	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=206570&end=219150	yes	_	_	Modulazione del grado di confidenza	delle musiche non più ballabili queste cose e quindi penso che i giovani che si incontrano in discoteca adesso siano	praticamente	pochi o praticamente nessuno // okay // // mh hai figli? com''è cambiata la tua vita dopo la loro nascita? // sì ho due figli
ParlaTO	PTD014	22-29	22-29	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=206570&end=219150	yes	_	_	Specificazione	più ballabili queste cose e quindi penso che i giovani che si incontrano in discoteca adesso siano praticamente pochi o	praticamente	nessuno // okay // // mh hai figli? com''è cambiata la tua vita dopo la loro nascita? // sì ho due figli la mia vita è cambiata
ParlaTO	PTD014	44-14	44-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=396144&end=404626	yes	_	_	Approssimazione	sufficiente sussistenza per andare avanti // però poi mh questa cosa è andata avanti negli anni e senza accorgermene	praticamente	l''ho fatto tutta la vita // okay // ehm // ti viene in mente un bel ricordo legato al lavoro? // mah ho tanti bei ricordi
ParlaTO	PTD014	80-4	80-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=769555&end=773315	yes	Marcatura della conoscenza condivisa	_	_	io ero molto giovane quindi si avvertiva cioè da giovani queste cose non è che si avvertono tanto // non ci si rende	praticamente	quasi neanche conto cioè si va avanti // tanto ci sono i genitori // e basta // eh ci sono altri che ci pensano e si va avanti
ParlaTO	PTD014	91-32	91-32	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=844758&end=860891	yes	_	Prolettico	_	da lavorare per cui acquistarli è è impossibile affittarli gli affitti sono cari non non poi non i terreni in affitto	praticamente	non sono p~ non sono remunerativi in un''azienda perchè gli affitti sono troppo cari // e per le coltivazioni intensive
ParlaTO	PTD014	112-1	112-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD014&begin=978300&end=988240	yes	_	Prolettico	_	parlo sempre piemontese // con l''italiano lo parlo con qualche difficoltà perchè perchè comunque // parlando	praticamente	sempre in piemontese l''italiano ehm non sempre si usano dei termini proprio corretti o // ti dispiace che i giovani
KIPasti	KPN019	78-0	78-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN019&begin=218390&end=233810	yes	_	Prolettico	_	la ele che si mette a fare ste cose // eh // #e a zia antonea eseva e carte // ma allora è lui che formula le domande // eh se //	praticamente	lui fa le domande a lei però no no no però le domande devono essere precise nel senso non puoi dire che cosa vedi oggi devi
ParlaBO	PBB012	14-2	14-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=22090&end=23860	yes	_	Introduzione o ripresa del topic	_	// c''interessa di più sen~ // cioè lasciarla parlare fondamentalmente // sì // sentire il suo racconto // sì // e no	praticamente	// e partiamo partiamo dalla // dall''inizio diciamo // mio papà // ehm // lui è stato // un compagno di // di scuola non di
